#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A19EB6
#Date Time: 2016-12-07 10:35::39.545

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
7.2741975616774539,-0.00077259712184759959,-7.3274841986289942,-27.759060061779408
7.4095313904852595,-0.00086469283424062192,-7.3648873397854606,-28.169890983882368
7.5473830564929063,-0.00092451166056047853,-7.4035222372147871,-28.585121426076299
7.6877994031557257,-0.00074686672460858494,-7.4441130254627028,-29.006429638039116
7.8308281454346895,-0.00074792940887565527,-7.4847807262702117,-29.43216493820595
7.9765178860104573,-0.0007788165694454978,-7.5269756446580862,-29.855493541279493
8.1249181317990526,-0.00089910165450554538,-7.5696350505467516,-30.287070709995078
8.2760793107748913,-0.00080253582203840669,-7.6141710124233333,-30.72186919997575
8.4300527891066999,-0.00079466270083636498,-7.6593315770968706,-31.158986298662924
8.586890888612297,-0.00095959405298221565,-7.705293953306656,-31.59776252200902
8.7466469045381068,-0.00092644414618902118,-7.7525391566515243,-32.042465438605952
8.909375123669415,-0.0011533809060002391,-7.800477781255287,-32.487346982253086
9.0751308427776483,-0.001048601888765475,-7.8498498907393159,-32.933988898563847
9.2439703874107586,-0.0011088369997193591,-7.9003029125401518,-33.383153104297477
9.4159511310332604,-0.00109404182592539,-7.9518850827849574,-33.838032862984008
9.5911315145223313,-0.00073118156228590611,-8.0047396147195489,-34.290678399552448
9.7695710660266588,-0.00073759004454952161,-8.0586362487878525,-34.750507781129933
9.9513304211946885,-0.00087956370369949059,-8.1131481945353769,-35.20808461843405
10.136471343779313,-0.00087733165262370342,-8.1695381442266992,-35.670165819670345
10.325056746625863,-0.00066125778688499916,-8.2266427221268259,-36.135035890567472
10.51715071305045,-0.00091221586126415024,-8.2846163267293012,-36.599400055613124
10.712818518616317,-0.00094724118806532713,-8.344061243958155,-37.065817867476554
10.912126653314973,-0.00070530231334727932,-8.4054485238558687,-37.535950892795192
11.115142844160408,-0.00070219379606211536,-8.4672319630156085,-38.003841873803587
11.321936078203247,-0.00082018929516578019,-8.5301113982075627,-38.475461169284259
11.532576625973473,-0.00071791751551991299,-8.5946491201180457,-38.951046355345824
11.747136065358905,-0.00043028456597128407,-8.6597710359651021,-39.424133535853663
11.965687305928284,-0.00073126699163343157,-8.7265003760522522,-39.89554257041307
12.18830461370659,-0.0005363446727996888,-8.7946069207458475,-40.369232357512132
12.415063636411562,-0.00063765927770761054,-8.8639771787437205,-40.846188890169181
12.646041429159409,-0.00077525186870285848,-8.9341014575701578,-41.321281663108557
12.881316480649174,-0.00078775733292222574,-9.0064467087645248,-41.796528824502523
13.120968739833804,-0.00071199608783650218,-9.0793172743657546,-42.272452897650531
13.365079643087835,-0.0007753568435868674,-9.1530717693111026,-42.748188203304792
13.613732141880172,-0.0007013607277095989,-9.2280080123585542,-43.225992970260911
13.86701073096207,-0.00056029456706936437,-9.3050593061274238,-43.700453763855428
14.125001477079111,-0.0007749824312956831,-9.3826606335601141,-44.17441756033466
14.38779204821785,-0.00069885568078199996,-9.4618727248842465,-44.652729158715005
14.655471743396035,-0.00083142349829811639,-9.5415141661408711,-45.127571232469698
14.928131523007677,-0.00091963900687376391,-9.6226956024873633,-45.600285351992717
15.205864039732056,-0.00095104938055153606,-9.7047320464382842,-46.070026369879791
15.488763670018345,-0.0009470678284120473,-9.787756731899524,-46.544086443588292
15.776926546155481,-0.00085696213121076779,-9.8722119381643392,-47.015313896138942
16.070450588939192,-0.00078921294346680497,-9.9586582980123133,-47.48657949657256
16.369435540946206,-0.00071491615104372062,-10.045895209227179,-47.951774346398103
16.673983000428194,-0.00091805253719749031,-10.133625730617899,-48.41525568792764
16.984196455835601,-0.00096263104274619334,-10.223121074896021,-48.88306587576659
17.300181320984375,-0.0011521186098880313,-10.313803346337469,-49.343918785743966
17.622044970876548,-0.0010223603069227183,-10.405173386399776,-49.807311714022077
17.949896778187387,-0.0011119918049247465,-10.498296920199667,-50.263451103686421
18.283848150431506,-0.0011404707097969523,-10.591434742169163,-50.72345625109282
18.62401256782022,-0.0010677914567748137,-10.685674587764263,-51.17688924466966
18.970505621823357,-0.0012449232805593602,-10.781916002215134,-51.627915869075721
19.323445054448463,-0.0012441897260321013,-10.878799952728341,-52.080454709449199
19.68295079825079,-0.0011705817181459828,-10.976844428869633,-52.529622827434451
20.049145017087575,-0.00087454825931560409,-11.075108920081075,-52.966709766108465
20.42215214763074,-0.00096371807430285393,-11.175277550978134,-53.411295406246296
20.802098941651703,-0.00089683775574870737,-11.276417646121864,-53.852510818508399
21.189114509092974,-0.0016597635083832819,-11.378012642797341,-54.290638314371684
21.583330361941144,-0.0011754100601235979,-11.481416495191832,-54.724468719947176
21.984880458915921,-0.0011858383811394722,-11.58603022140719,-55.156809243842183
22.393901250990872,-0.0011103647867467014,-11.691218039589991,-55.58210000797969
22.810531727760829,-0.0012221507632027367,-11.796859986375877,-56.009464337763973
23.234913464672019,-0.0010688542869134673,-11.903211965607438,-56.430365354398347
23.667190671130943,-0.0013462208531652502,-12.011155854745699,-56.848340576189571
24.10751023950818,-0.0012029617019694678,-12.119446685874449,-57.264321015134392
24.556021795054061,-0.0012737857361606612,-12.229077288213148,-57.679892707947957
25.012877746742873,-0.0012248761234861054,-12.33933897712606,-58.087694183416431
25.478233339063035,-0.0013940997449921296,-12.449678416619141,-58.495508560113421
25.952246704770818,-0.0013298086112840113,-12.562211424883349,-58.896702433166695
26.435078918625575,-0.0012481053721153516,-12.675473794924406,-59.295939612999575
26.926894052124524,-0.0012004966620643215,-12.788819444874719,-59.689265958117147
27.427859229256143,-0.0010714774980382044,-12.901909519616954,-60.085184301626157
27.938144683290577,-0.0012494676815838089,-13.017909444270682,-60.467553856249289
28.457923814626714,-0.001470595225103485,-13.133997544657239,-60.855833001037531
28.987373249715489,-0.00090734243807190362,-13.250687640819327,-61.23692607181485
29.526672901079447,-0.0012535644209752835,-13.368301067373986,-61.615361451601046
30.076006028448766,-0.0013206559780584918,-13.486252280904612,-61.990598262047683
30.635559301035197,-0.0011875461699029307,-13.603950344209068,-62.363537787457545
31.205522860963772,-0.0013381815688112112,-13.724482502683644,-62.730465213858182
31.786090387885615,-0.0010233492464581967,-13.844607306323544,-63.092497578873854
32.377459164791858,-0.00088801762251363076,-13.965690303850034,-63.446886649699067
32.979830145052865,-0.00087383755337836551,-14.086928207328747,-63.804829742296207
33.593408020704018,-0.0014310423635987941,-14.209453867345967,-64.158795626020321
34.218401292002611,-0.0011369993393539448,-14.331905729367163,-64.505952339744482
34.855022338277919,-0.00086043568480519605,-14.454411411884893,-64.851263530031147
35.503487490100596,-0.0009432818083908339,-14.579814122094202,-65.192650610160428
36.164017102793302,-0.0010158351036433156,-14.704247937672637,-65.529542122100864
36.836835631310649,-0.00089166033489932232,-14.82885108112524,-65.865180461420024
37.522171706510562,-0.0010013025625127416,-14.955663259623664,-66.19296729756789
38.220258212846154,-0.00075171763074845894,-15.081527482226591,-66.515524645042149
38.931332367501732,-0.00087388410909768261,-15.209307121932223,-66.842265063984627
39.655635801002177,-0.00082438387956742252,-15.338760329930363,-67.154805935014508
40.393414639321165,-0.0008855172605572901,-15.465901139278269,-67.473000039291165
41.144919587517862,-0.0010449731187994495,-15.594192679933945,-67.786722718846832
41.910406014928512,-0.0011581956688540968,-15.724124160604839,-68.094902974174161
42.690134041944368,-0.0015613518805768739,-15.853816074146238,-68.401358944974618
43.484368628402663,-0.0011721945652130334,-15.984710572834427,-68.704312683383151
44.293379663623298,0.00081621949666468559,-16.118087012792586,-68.977424714341026
45.117442058119671,0.000431394567384869,-16.248863312518935,-69.283151595068858
45.956835837016698,8.5389005607899241e-05,-16.38091747999362,-69.5682373348277
46.81184623520565,-0.004013115074853902,-16.505142825925134,-69.87421093763578
47.682763794270691,0.0016926830717305891,-16.639598706429584,-70.11984232203568
48.56988446121732,-0.0013184595002943579,-16.769462054814028,-70.411931963342653
49.473509689038814,-0.0046163174550079063,-16.906343549110424,-70.731729703465675
50.393946539152864,-0.00096401205105102299,-17.046216550526502,-70.970612149211263
51.3315077857444,-0.0040851504348716839,-17.174791457112626,-71.262749172825906
52.286512022049543,0.00040070200358389399,-17.315092360755052,-71.489385068666408
53.259283768616996,0.0016752696175482253,-17.444766795896683,-71.724408711956215
54.250153583583398,-0.0025730113135534307,-17.575020540274025,-72.0108385598148
55.259458175000738,-0.0020881429322238349,-17.710940277141514,-72.261574511464659
56.287540515253141,-0.0033471662081847641,-17.851870597465922,-72.54032839465529
57.334749957602554,0.00029895490271117191,-17.987400126328453,-72.742803115567256
58.401442354902748,-0.0018892826584426315,-18.122762276121911,-73.01646442750264
59.487980180521653,0.00031256930999215679,-18.260171341904968,-73.240245542702212
60.594732651513972,-0.00074489229364671896,-18.396627293779577,-73.486050016200679
61.722075854084864,-0.0014140222520678629,-18.538176064701965,-73.730811567030457
62.870392871387985,-0.0014112218657834439,-18.67236532374395,-73.965351092995817
64.04007391370132,-0.0015568673226824268,-18.812146498210236,-74.195348741728594
65.231516451024689,-0.0011666898244492422,-18.951668636475095,-74.406167706436733
66.445125348144174,-0.001166260160582355,-19.090166558222617,-74.645698910052701
67.681313002209663,-0.0012771727204385387,-19.226426116437413,-74.864582071833283
68.940499482871644,-0.0011056318916584989,-19.369620880628791,-75.072090371244798
70.223112675025305,-0.0011666196955604541,-19.50985587401156,-75.284734580859379
71.529588424210502,-0.0013090119257177805,-19.645748693487807,-75.496040704954382
72.860370684716301,-0.0010103024444772038,-19.786109309046946,-75.713373146879917
74.215911670441869,-0.00088961715980358886,-19.925019691650647,-75.914765695645031
75.596672008563147,-0.00083122798709945808,-20.068972426049854,-76.114301569223358
77.003120896059073,-0.0012692838528584787,-20.209056961614309,-76.318024848967696
78.435736259149579,-0.0013932647927034788,-20.34921859076929,-76.521700277497644
79.89500491569973,-0.0013818821953676258,-20.489757835299717,-76.695640401245555
81.381422740646343,-0.0011212956277831089,-20.631432630486159,-76.899197247211134
82.895494834500496,-0.0015486358600153981,-20.773938024786386,-77.083949517288147
84.43773569498714,-0.001237555648197703,-20.916565790479705,-77.258295314599536
86.008669391875671,-0.0011035902062558282,-21.056743237221426,-77.455795291155425
87.608829745065805,-0.00099779192163879657,-21.199202136557957,-77.641571817041381
89.23876050598345,-0.0011994081285560203,-21.341090745140786,-77.810450871693433
90.89901554235523,-0.0013064412486656792,-21.4853133893075,-77.980404483179484
92.590159026416671,-0.0014205681942720718,-21.627676545947637,-78.154316739264374
94.312765626625605,-0.0015342425483424735,-21.771466611844559,-78.352867732622727
96.067420702939089,-0.0010662224222100444,-21.914592961402278,-78.497786760573376
97.854720505726078,-0.0014243961510141184,-22.058599101987294,-78.662022234449637
99.675272378378693,-0.0012239079968396085,-22.198718282986256,-78.815737561540828
101.52969496369492,-0.0013663216083512611,-22.348205151842894,-78.984350494517244
103.41861841409914,-0.00126864812249615,-22.490425321692609,-79.148571362242848
105.34268460577486,-0.0012403839392583558,-22.630884220286735,-79.315367613774768
107.30254735678119,-0.0010379968269995171,-22.777562488953677,-79.463533558971918
109.29887264922701,-0.0013950378093380792,-22.921276437640298,-79.607514863105891
111.33233885557866,-0.0012048473229813975,-23.06963582688244,-79.756900029662063
113.40363696917829,-0.0014953129053122136,-23.210864490834826,-79.92771153824738
115.51347083905061,-0.0011670376580822852,-23.357874666592316,-80.072314503845064
117.66255740907809,-0.001592967270465965,-23.502892127642433,-80.188865689354131
119.85162696162641,-0.0012530889351239616,-23.649666989601691,-80.339232087983618
122.08142336570171,-0.0014245049697239926,-23.79744146946646,-80.487962233484495
124.35270432972563,-0.0012121773013608935,-23.937321739167086,-80.597836550810285
126.66624165901233,-0.0011693064973416882,-24.082296762165697,-80.750329506021103
129.02282151803612,-0.0016486484121061812,-24.231307821145528,-80.879653352380416
131.42324469757861,-0.0011509844745587552,-24.375305774411569,-81.004173882227732
133.86832688684589,-0.0015800274318636697,-24.523125975174867,-81.148673713067964
136.35889895064804,-0.0013636889273725844,-24.664232470053555,-81.267748397535541
138.89580721173635,-0.0015517506341107051,-24.810059835533465,-81.407056003254283
141.47991373839233,-0.0016426737816806836,-24.961285145194655,-81.506312280041925
144.11209663736756,-0.0010996911449408842,-25.108160923886082,-81.642083523164573
146.79325035227416,-0.0013381016306806717,-25.250233163761475,-81.77111294627926
149.52428596752557,-0.0013402807692310891,-25.396007398162759,-81.895201731163795
152.30613151793321,-0.0013027358912323544,-25.544728058139484,-81.993410629026528
155.13973230406233,-0.0013596473769701732,-25.69507738775804,-82.088081051201243
158.02605121345488,-0.0014155456242560835,-25.837537208803376,-82.236300301676025
160.96606904782939,-0.0013540574415671269,-25.986979278414481,-82.329769516172675
163.9607848563675,-0.0017803453969831885,-26.134006879485298,-82.475661046700367
167.01121627520132,-0.0011036400644215689,-26.283033014105328,-82.549718113529778
170.11839987321733,-0.0014834660022722082,-26.4250125513692,-82.651902523235989
173.28339150429295,-0.0014195416621123498,-26.57456971412919,-82.769537918240701
176.50726666608745,-0.0013356566695431329,-26.724264673648236,-82.833316980834979
179.79112086550708,-0.001318673432512415,-26.867230363655629,-82.981285421322468
183.13606999096982,-0.0012204017505426906,-27.017137943221847,-83.056283634855731
186.5432506915964,-0.001420377693752445,-27.161050386754443,-83.203145739299089
190.01382076345558,-0.0016541207199622467,-27.309479953074813,-83.316548334513357
193.54895954299522,-0.0015697309473636958,-27.458138977282683,-83.373195123043701
197.14986830779375,-0.0016367909330727497,-27.606540237662436,-83.481287466885092
200.81777068476694,-0.0013387061996230749,-27.755436957365674,-83.558844513113428
204.55391306596869,-0.0016104972215208197,-27.904855318012128,-83.661347136067121
208.35956503212915,-0.0016838913599443064,-28.047219080403273,-83.772965068319252
212.23601978407081,-0.0015988593681631874,-28.197637144958144,-83.813166145429349
216.18459458215261,-0.0016389097814493267,-28.351230076429754,-83.928189369538075
220.20663119388848,-0.0018627590209768087,-28.492868131129221,-84.025298022742376
224.30349634989412,-0.0019028642951227171,-28.638148169023982,-84.107223017858402
228.47658220831678,-0.0015841443076229404,-28.790316550075254,-84.169452293642266
232.72730682790541,-0.0015396795439293392,-28.942791212823614,-84.247398795630346
237.05711464988136,-0.0017726824680600226,-29.086374352806054,-84.356587486665575
241.46747698877584,-0.0017948429643984984,-29.235531090192758,-84.426227873124986
245.95989253239713,-0.0020944792190738669,-29.38195094298834,-84.542349084554431
250.53588785110134,-0.0019145547985021259,-29.533780752242937,-84.656214222901923
255.19701791653702,-0.0020169395620526147,-29.684077860576629,-84.653846304276883
259.94486663004034,-0.0016409086769625086,-29.829478397128781,-84.749180857172107
264.78104736086249,-0.0013917010941638885,-29.983851501626297,-84.802787676917688
269.7072034944091,-0.002134383142919174,-30.126001143657788,-84.876483861283987
274.7250089906799,-0.002074463397836495,-30.273700526819781,-84.971770936989174
279.83616895309802,-0.0021188521297429673,-30.418559319574193,-85.046661301897487
285.04242020792356,-0.001996061238680969,-30.569193162670366,-85.12564410302673
290.34553189444279,-0.0018653933123260354,-30.727489483265671,-85.16370090132483
295.74730606614321,-0.001909769944083027,-30.875803989425851,-85.24053462762248
301.24957830306812,-0.00178312733547544,-31.01743762221302,-85.300476369708051
306.85421833556813,-0.0022199823545929376,-31.17246614978276,-85.398154607414384
312.56313067965402,-0.0024840548210920696,-31.311492912180508,-85.424932413563482
318.37825528417159,-0.0026454547372765187,-31.455836316868258,-85.598603143927718
324.30156819001735,-0.0024506776119643638,-31.606713705164978,-85.595118490797063
330.33508220161804,-0.002292137393011452,-31.749565940367646,-85.654210282512338
336.48084757090186,-0.0027805547613099606,-31.902388021737423,-85.696536606110968
342.74095269399749,-0.0028670359999182484,-32.044287837835988,-85.777262639231992
349.11752482089162,-0.0027834539057280984,-32.195416921899039,-85.873167268968928
355.61273077829213,-0.0032437988159898829,-32.340649445911161,-85.927941404481004
362.22877770593823,-0.0026994663693740168,-32.488756375742859,-85.913698650508692
368.96791380660966,-0.0024010661209469164,-32.637111206154117,-86.041772335606481
375.83242911009035,-0.0031789929679820902,-32.783533192566814,-86.066044133789717
382.82465625134489,-0.0026140311439922181,-32.920854542071993,-86.174393231503927
389.94697126317135,-0.0032629934686647555,-33.085617293735737,-86.147866147681654
397.20179438360395,-0.0030677877910281568,-33.223118664576688,-86.218982008440221
404.59159087833507,-0.0029637956064210661,-33.369875206141693,-86.265214392789673
412.11887187843752,-0.0035626308038944803,-33.510193566545908,-86.373096076412253
419.78619523367547,-0.0034960653317465526,-33.650906422043391,-86.506415714587789
427.59616638168666,-0.0031738992921869565,-33.809989178512254,-86.49152547637209
435.55143923333969,-0.0031412157996751518,-33.942629569142937,-86.539625646113123
443.65471707455998,-0.0038428156965055978,-34.085609556762329,-86.638332640207096
451.90875348493461,-0.0049395696697273443,-34.241867596667909,-86.67650962102789
460.31635327340882,-0.0037837871733266593,-34.381996188179649,-86.673307694592097
468.88037343138939,-0.0042348543568490569,-34.526871381452871,-86.735425028368496
477.60372410357974,-0.0033656569085964748,-34.672811282996157,-86.80966365303226
486.48936957687926,-0.0036633370266541342,-34.811528865628844,-86.980687037504566
495.54032928767822,-0.0045101601140747714,-34.928387473848431,-86.990025168021276
504.7596788478952,-0.0040978175590176283,-35.085302445865551,-87.035583074033966
514.15055109010223,-0.0038999020605146881,-35.247791728879172,-87.119300262579486
523.71613713209319,-0.0045887635492232494,-35.37484982732478,-87.048670208422095
533.45968746126186,-0.0038183115716198921,-35.515686697156212,-87.172981617657754
543.38451303915031,-0.0038976587729609804,-35.668968142578798,-87.196554775684007
553.4939864265483,-0.005199399460243166,-35.790892690142201,-87.250550008703556
563.7915429295266,-0.0051805404057320226,-35.951123472810067,-87.418313634359833
574.2806817667896,-0.0048926615148054972,-36.084474437895025,-87.406397228255628
584.96496725874624,-0.0051724826736196643,-36.223540239321956,-87.431516057156571
595.84803003870536,-0.0048692165837596318,-36.36772444806433,-87.481178554198522
606.93356828660126,-0.0051151276575776387,-36.522889003073445,-87.430540356386174
618.22534898567653,-0.0065852897915970945,-36.623570887900556,-87.74412629950254
629.72720920254176,-0.0052538779896424258,-36.761645459196188,-87.667614333862957
641.4430573910505,-0.0057136579525428671,-36.911181690656989,-87.781601254515849
653.37687472043547,-0.00588215808183804,-37.035212489629018,-87.906732257875504
665.53271642815048,-0.0060724930232864197,-37.16114658594033,-87.859705451968011
677.91471319788229,-0.0060998361084846509,-37.3036111512804,-87.879881714615067
690.52707256320332,-0.0064639498412454822,-37.460580659343641,-88.102267134822
703.37408033733266,-0.0056897196393270811,-37.556489850269557,-88.175148072915448
716.46010206950427,-0.0066456389951545384,-37.695007196248532,-88.189100358140877
729.7895845284246,-0.0072561984579549016,-37.804620498738416,-88.24533523063856
743.36705721333112,-0.0072083658215113438,-37.964122969905048,-88.273404698498382
757.19713389316655,-0.0078490878805386605,-38.072042732716668,-88.286253009214221
