#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A19EB6
#Date Time: 2016-12-07 10:35::39.545

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
771.28451417438498,-0.0072725898716369097,-38.214905012547845,-88.454029433601889
785.63398509792592,-0.0077760701213044564,-38.351800586709246,-88.433278557422085
800.25042276590671,-0.0074115863728792782,-38.469770583162045,-88.429049056498656
815.13879399856864,-0.0078253284544168751,-38.598167034502595,-88.784973256147396
830.30415802205619,-0.0091260397093325379,-38.706708163410951,-88.808217814430634
845.75166818759772,-0.0087189806375922892,-38.824347425508449,-88.779002337479199
861.48657372266564,-0.0096692066446374854,-38.965183806960908,-88.840612108961238
877.51422151472275,-0.0090765762782055968,-39.106923454594394,-88.993662658499943
893.84005792814924,-0.0097178622285319267,-39.233288800496886,-89.141932688172986
910.46963065497403,-0.01066707974355002,-39.340668841039353,-89.284700140156374
927.4085906000422,-0.010609573176203684,-39.443977365472534,-89.317179072534017
944.66269380125016,-0.010055865313399201,-39.553293793788441,-89.344151207700975
962.23780338550762,-0.011814710716762624,-39.687406127710432,-89.434061547602141
980.1398915610929,-0.011080680064834252,-39.826468547780863,-89.535715869924857
998.37504164706911,-0.011986202360941894,-39.896104025121318,-89.839900649646083
1016.9494501404637,-0.0127769027558471,-40.028169149598881,-89.948660755608699
1035.8694288219012,-0.012445106736253266,-40.127697899154356,-89.76163235100239
1055.1414069004147,-0.013259858233717911,-40.258648228608145,-90.252455860859982
1074.7719331981582,-0.01362739112055002,-40.295124833567762,-90.16024484814335
1094.7676783757656,-0.013654139553843692,-40.463971647516523,-90.029569549863453
1115.1354371991126,-0.01396183095631537,-40.585089992980954,-90.364272455124095
1135.8821308482502,-0.015369414399358995,-40.679172142268257,-90.539160636232225
1157.0148092692932,-0.015206001645897298,-40.808374656302213,-90.713182385160621
1178.5406535700681,-0.015844005434293842,-40.847533269473793,-90.786858787488271
1200.4669784603307,-0.016238496203297814,-40.959655111181938,-90.877207568267551
1222.8012347373779,-0.016357934917639053,-41.096966494676721,-90.946909940341726
1245.5510118179116,-0.016960714505009824,-41.172761832430503,-91.634413073167991
1268.7240403170006,-0.017356786560149808,-41.277431314204236,-91.488190449721344
1292.3281946750265,-0.016812780992140543,-41.306942712361575,-91.434381917790915
1316.3714958335013,-0.018954813283214772,-41.451332863794008,-91.941869542312958
1340.8621139606678,-0.018980606734149544,-41.529833083130256,-91.756333738748069
1365.8083712278101,-0.019437762984356021,-41.653746146290132,-92.086110858675539
1391.2187446372163,-0.020087786846021933,-41.75173350684544,-92.245244006019774
1417.101868902751,-0.022059665403175173,-41.83385340495817,-92.274878003037358
1443.4665393840244,-0.022078403902874001,-41.879995188252593,-92.565971113619668
1470.3217150751486,-0.022549660526009187,-41.953305011358509,-92.854896138824188
1497.676521649098,-0.024053720945881742,-42.078313176608503,-93.372965902429755
1525.5402545587101,-0.023984747928650421,-42.145204619971288,-93.561783375424397
1553.9223821953778,-0.025199199867765885,-42.205681756406904,-93.808522623612092
1582.8325491065104,-0.025605136595955518,-42.365193395463969,-94.017415864220638
1612.280579272852,-0.025463268915896592,-42.409583552294272,-94.243998557688442
1642.2764794467741,-0.027226858288452109,-42.413400315359667,-94.638509579270135
1672.8304425526762,-0.027349411595223166,-42.489964243726391,-94.775145365793719
1703.9528511506505,-0.027852005122543197,-42.568438242304666,-94.573199626800033
1735.6542809645834,-0.029316114238416985,-42.688769819112864,-95.273506543262371
1767.9455044758995,-0.029633116006890465,-42.658988499729503,-95.604345018133372
1800.8374945841663,-0.031099048092941436,-42.842331587389317,-95.701678272176366
1834.3414283357997,-0.032749790907960055,-42.828258185176303,-96.447370131918561
1868.4686907221433,-0.034138620573257568,-42.918746690984271,-96.330210282691723
1903.2308785482089,-0.034365587291172991,-42.965514488942411,-96.75900966969067
1938.639804373393,-0.034359039458188412,-43.069518928390913,-96.865164972730952
1974.7075005255124,-0.035655082620248926,-43.081578641434355,-97.636896758191128
2011.4462231895127,-0.036693259688797261,-43.105080335503921,-97.530006566915048
2048.868456572251,-0.039065994210110852,-43.182352855016276,-98.445446735774425
2086.9869171447626,-0.039370964655468826,-43.258350892593228,-98.76999362062918
2125.8145579634529,-0.04039495672769234,-43.245506729996109,-98.658469475094648
2165.3645730716776,-0.040680863565878939,-43.379837707527578,-99.30739562300991
2205.6504019832309,-0.04335905384910841,-43.405864405568543,-99.98781149601966
2246.6857342492181,-0.043824867952045939,-43.438785131026236,-100.35101465038593
2288.4845141099222,-0.045250515072390522,-43.469023525390455,-100.53435138633927
2331.0609452331992,-0.045860970756736827,-43.580052692817034,-100.95823008132766
2374.429495541036,-0.045787020138075951,-43.529772987522563,-101.58607909567938
2418.6049021259046,-0.048158619595781355,-43.558119803385068,-102.01656812058835
2463.6021762585788,-0.049224163702442411,-43.653171795236865,-102.54856892571974
2509.4366084891267,-0.050245340276828546,-43.701131604260112,-102.66751521382517
2556.1237738427985,-0.051183505841343832,-43.70037635307618,-102.92320285788611
2603.6795371125872,-0.053951600781626287,-43.7487858061737,-103.74387365089849
2652.120058250252,-0.055365067335116105,-43.668227153726058,-104.54947515096359
2701.4617978576412,-0.05621376519207652,-43.7994041421383,-105.01595202189071
2751.7215227801771,-0.057836475087432795,-43.785164200567962,-105.18565110928785
2802.9163118044139,-0.059362718515741243,-43.811469031730297,-106.10589675503157
2855.0635614615812,-0.060500178883406142,-43.814288051025905,-106.39959907363415
2908.1809919391153,-0.061733024068202205,-43.881951980579032,-106.95779735719557
2962.286653102165,-0.064386011455757022,-43.833352060621628,-107.34743792789843
3017.3989306271287,-0.065123030619069655,-43.903883755548428,-108.48032622967045
3073.536552249298,-0.066264500468246043,-43.832590750336671,-108.50517205921629
3130.718594126743,-0.067875216359324961,-43.913319175887651,-109.68415592734229
3188.9644873225916,-0.068605282532308381,-43.9551322495508,-109.17438659810787
3248.2940244079118,-0.070330845694740129,-43.948417405970652,-110.01353252659476
3308.7273661874374,-0.073724155691129209,-43.867901076015613,-110.55105125985736
3370.2850485504191,-0.075220311166334139,-43.999138263084596,-111.5248104325037
3432.9879894489413,-0.075666033550836537,-43.981947394057556,-112.25647288280805
3496.857496006061,-0.0787067222250558,-43.985759584705107,-113.14429983266203
3561.9152717561947,-0.079073088200538738,-43.952981058625255,-113.33328900902261
3628.1834240202097,-0.080788057218532439,-43.954539890769276,-114.11230603243126
3695.6844714177241,-0.081827469524548557,-44.020271720353264,-114.60715230555741
3764.4413515191745,-0.084132487869026676,-43.990296161651955,-114.88571871868555
3834.4774286402421,-0.085014746871094227,-43.984944618834788,-115.49723217125353
3905.8165017812985,-0.087667462514293387,-43.9942174559799,-116.41089351463286
3978.4828127145533,-0.089085685594717912,-43.96951455761554,-117.29512030009974
4052.5010542216696,-0.090328243043579642,-43.94771390780928,-117.67852166791874
4127.8963784846283,-0.091839287738575803,-43.964120677598629,-118.37166252215761
4204.6944056327084,-0.094057593002033119,-43.949663509647863,-118.94530078215968
4282.9212324484788,-0.094541866050795856,-43.982604665120348,-119.53954991120798
4362.6034412357585,-0.097082058653253991,-43.953490084582313,-120.44563673045027
4443.7681088525678,-0.099050154803593818,-43.913614056511349,-120.73918411818892
4526.442815912128,-0.10165323978899499,-43.953033049176831,-122.12852682420447
4610.6556561550469,-0.10127218626402232,-43.983100488232566,-122.80279159931129
4696.4352459958745,-0.10369481046556121,-43.974150898699406,-123.49854716212316
4783.810734247254,-0.10421539780626565,-43.987090316935131,-123.84462581889494
4872.8118120250028,-0.10797929882066139,-43.876169879077295,-124.50042847105702
4963.4687228374687,-0.1074403246729039,-43.914304667978563,-125.1446061629936
5055.8122728625922,-0.10910607129877847,-43.909737364830299,-125.17489735357611
5149.8738414161708,-0.11160604947907078,-43.973617691280573,-125.89264385597033
5245.6853916148839,-0.11379018903288053,-43.910109945149117,-127.02719419736047
5343.2794812377015,-0.11319199814166617,-43.945120521264315,-127.86371586984447
5442.689273789354,-0.1153194966918637,-43.914699715252965,-128.26609337549036
5543.9485497696505,-0.11742484401750826,-43.939112013713519,-129.17204501327893
5647.0917181524464,-0.11939400959970073,-43.888617254076209,-129.89187669774634
5752.1538280781751,-0.12063523449910574,-43.898479904687406,-129.73564895494053
5859.1705807639228,-0.12137610339659477,-43.802830767560614,-130.83645763194031
5968.1783416350745,-0.12229973598537287,-43.843057151027708,-132.01051735647698
6079.2141526826636,-0.13193438090306608,-43.915537421585825,-132.45277870933779
6192.315745050666,-0.1247661113204396,-43.867203112662516,-132.64143562062938
6307.5215518573923,-0.1271426117939547,-43.814190991512788,-133.82417664385932
6424.8707212555055,-0.12879564128481283,-43.827769092750643,-134.30433005969965
6544.4031297349602,-0.12878321153022715,-43.814906551431427,-134.76122270723931
6666.1593956734669,-0.1339488363637423,-43.753225600155439,-135.59823302756035
6790.1808931390351,-0.13136416673146997,-43.842428691493957,-136.65546819859634
6916.5097659493322,-0.14018726626037706,-43.782493607112073,-136.72129520549774
7045.1889419925874,-0.1333650834802198,-43.782213097867533,-137.40849580343169
7176.2621478149513,-0.14411243037289159,-43.828672650036836,-138.45247086167331
7309.7739234792316,-0.13565963136330733,-43.73041969907667,-138.52262168188747
7445.7696377000848,-0.14802963784373571,-43.781992585173001,-139.00425266589397
7584.2955032607806,-0.13693955324500326,-43.601612090543568,-140.23713061465673
7725.3985927167978,-0.14896149585427088,-43.775277241658728,-140.75341177525488
7869.1268543915758,-0.13927313734095945,-43.738728625082508,-141.06065557425336
8015.529128669863,-0.14680349858233591,-43.641258830833806,-141.60727350325399
8164.6551645941945,-0.14169757268640601,-43.692647696750804,-141.9544470104486
8316.5556367701483,-0.14470937649950472,-43.643483142194583,-143.08905585218795
8471.2821625861052,-0.14509059890349538,-43.702815962101617,-142.84786016512572
8628.8873197533903,-0.143910030613741,-43.633032188632015,-144.18631304889229
8789.4246641727332,-0.15383575220352452,-43.697595295517246,-144.3042477251692
8952.9487481331325,-0.14570286007926908,-43.608665732713064,-145.04179177868377
9119.5151388492959,-0.15412289937954621,-43.665153541514208,-145.44540091135383
9289.1804373439682,-0.1471624351563488,-43.672569892893371,-146.43035987256545
9462.0022976815708,-0.14850773928096736,-43.62377101664044,-146.95283975750715
9638.0394465596419,-0.15532621438783004,-43.592330790329839,-147.30707210804692
9817.3517032648087,-0.15015188574896093,-43.634221791807363,-147.92276440763183
10000,-0.15368434708975534,-43.55934510954134,-148.40342741112966
